image_id,caption
KYD1788,"This is a painting of a rural village scene. A man in a dark coat and a tall hat is on a horse, holding a woman in a white dress and a red shawl. They are on a dirt path next to a river. The river is surrounded by houses with thatched roofs, trees, and a church with green domes in the background. There are several people in the distance and a few birds. The sky is blue with white clouds. There is a watermark in the bottom right corner that says ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be old and has some visible damage."
KYD1789,"A painting depicts a woman in traditional Ukrainian attire, wearing a blue headscarf and a white blouse with red embroidery, placing a floral wreath on the head of a young girl. The girl is seated on a tree stump, wearing a white blouse with red embroidery and a red skirt. A young boy stands to the right, wearing a light-colored shirt and trousers. The background shows a thatched-roof house, a wicker fence, and green foliage. A large pumpkin is visible in the foreground. The painting is in a rural setting, possibly a garden. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1790,"This is an embroidered floral arrangement on a dark fabric background. The design features a bouquet of flowers, including pink and white lilac clusters, red poppies, white daisies, and green leaves, all stitched in various colors. The flowers are arranged in a vase, which is also embroidered. The embroidery is detailed and appears to be done with thread. In the bottom right corner, there is text in Cyrillic script that reads ""КОГРАФИЧНА КОЛЕКЦИЯ КРОВЕЦ"". The fabric shows some visible wear and tear."
KYD1791,"A portrait of a woman with dark hair, wearing a floral crown of red and white flowers, a white embroidered blouse with red flowers, and a red and blue striped veil. She wears multiple red beaded necklaces. The background is dark and textured. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be on canvas, showing signs of age and wear."
KYD1792,"A painted portrait of a bald man with a grey mustache, wearing a dark coat and a red tie, set in an oval frame. The portrait is surrounded by a decorative wreath of green leaves and flowers, including red roses and white blossoms. In the background, two women in traditional clothing are depicted, one holding a child. The scene is set against a yellow background with bundles of grain. Text at the bottom reads ""1814"" and ""1861"" with the name ""Шевченко"" (Shevchenko) in between. A watermark ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" is visible. The painting shows signs of age and wear."
KYD1793,"A painted scene depicts a man and a young girl in traditional folk attire standing by a well. The man, with a mustache, wears a white shirt with a red neckerchief and holds a bucket. The girl, wearing a blue bodice with red embroidery, a white apron, a red skirt, and red boots, holds a small object and has a colorful ribbon in her hair. They are in a rural landscape with a tree, a stream, and a small house in the background. The painting shows visible signs of age and wear. A watermark at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and ""ВІДА КРИНЦІ""."
KYD1794,"A painting of a woman in traditional folk attire walking along a dirt path by a lake. She carries a metal bucket. Two white swans are on the water. In the background, there are trees, a house with a thatched roof, and other houses on a hill. The sky is light blue and white. There is a wooden well and a wooden fence. The painting has visible cracks and wear. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1795,"A painting depicting a rural scene with a man on a white horse standing on a dirt road. To the right, three people are gathered around a wooden cart with a cow and a calf. The people are dressed in traditional folk clothing. The background shows a field, trees, and a distant house under a cloudy sky. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1796,"A painting of a rural landscape with a woman in traditional attire walking on a dirt path near a stream. There are two houses with thatched roofs, surrounded by trees with blossoms. A wooden fence runs along the path. The sky is light blue with some clouds. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be on canvas."
KYD1797,"This is a painting of a natural landscape at dusk. A calm body of water, likely a river or lake, is in the foreground, reflecting the sky. The sky is painted with a gradient of colors, from yellow and green at the horizon to pink and purple above. Two birds are flying in the sky. The scene is framed by lush green trees and bushes on both sides of the water. In the foreground, there are reeds and a few swans on the water. The painting has a textured surface, suggesting it is on canvas. There is a watermark in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1798,"A painting depicts a man in a red coat and blue pants lying on the ground, seemingly injured or dead, with a black horse standing over him. The horse is saddled and has a blue and red saddle blanket. A black bird, possibly a crow, is perched on a rock to the right. The scene is set in a natural landscape with grass, rocks, and flowers. The sky is light blue with some clouds. In the bottom left corner, there is text in Ukrainian: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and ""ОН. НАГОРІ ОБОНЬ ГОРНІТН."" with a signature and date ""1946 року"". The painting shows visible signs of age and wear."
KYD1799,"A painted portrait of a man in a black fur hat and a dark coat with a green shirt. He has a mustache and a serious expression. The background is a light blue-grey. The painting shows signs of age and wear. A watermark is visible in the lower right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1800,"A painted portrait of a man with a mustache and a tall, dark, fur-lined hat. He wears a dark, textured coat with a colorful, geometric embroidered tie. The background is a light blue and yellow gradient. Text in Ukrainian is visible on the right side, and a logo with the text ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" is in the bottom left corner. The painting shows signs of age and wear."
KYD1801,"A painted portrait of a man in a high, dark, fur-lined hat and a dark, fur-trimmed coat with a red and blue patterned neckerchief. He has a white beard and mustache, and a stern expression. The background is a light blue oval with a yellowish-green landscape. The painting is on a textured, off-white surface with visible cracks and damage. Text at the bottom right reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1802,"This is a collage of eight painted panels depicting scenes from a folk tale, likely ""Katerina"" (Катерина), with the title ""КРОВЕЦЬ"" (Krovets) visible in the bottom right corner. The panels show various characters in rural settings, including a woman in a white dress, a couple, a woman with a child, a man with a musical instrument, and a figure lying on the ground. The scenes are set in a countryside environment with houses, trees, and a windmill. The panels are labeled with numbers and the word ""КАТЕРИНА"" (Katerina). The artwork appears to be in a folk art style, with visible paint wear and cracks. The text ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ"" (Ethnographic Collection) is also visible."
KYD1803,"A painting of a man with a bald head and a long dark beard, wearing a blue robe and a brown jacket, sitting on the ground and playing a lute. He is holding a pipe in his mouth. Behind him is a horse with a red saddle. To his left is a red hat and a bottle with a glass. In front of him are two swords, a bow, and a pair of boots. A tree is on the left side of the painting. The sky is dark with clouds. There is text at the bottom of the painting that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1804,"A painting of a man with a mustache, wearing a red vest and blue pants, sitting on the grass and playing a lute. He is holding a lute, and a horse is standing behind him. There is a bottle and a sword on the ground. The sky is cloudy. There is text in the upper right corner and at the bottom of the image. The text is in Cyrillic. The painting is in a rural setting."
KYD1805,"A painted historical scene depicting a man in a dark suit being escorted by soldiers in blue uniforms with white plumes. A soldier in a green and yellow uniform stands at attention on the right. In the background, a river with boats and swans, and people in traditional clothing. A blue and white striped pole with a sign reading ""АРХИВ"" (Archive) is on the left. The painting shows signs of age and damage. The text ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" is visible in the bottom right corner."
KYD1806,"A painted portrait of a man in traditional attire, standing in a field. He wears a green tunic with red trim, a red and green hat, and brown boots. He holds a rifle over his shoulder and a sword in his right hand. The background is a landscape with hills and a cloudy sky. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting shows signs of age and wear."
KYD1807,"A painting depicts a man in a brown coat rowing a boat on a river, and a woman in a green dress standing on the bank. The river is surrounded by lush green trees and foliage. A red umbrella and flowers are in the boat. The sky is blue with some pink and orange hues in the distance. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be old and has some visible damage."
KYD1808,"A painting of a rural landscape featuring a woman in traditional attire standing by a lake. A small house with a thatched roof sits on a grassy hill, connected by a path. The scene includes a wooden dock, trees, and flowering plants. The sky is light and overcast. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting shows visible cracks and wear on the surface."
KYD1809,"This is a painted wooden panel depicting a nighttime scene by a river. A small boat with two figures is on the water; one is lying down, the other is kneeling. A woman in a red skirt and white blouse stands in the boat, holding a stick. In the background, a small house with a brown roof and a wooden fence is visible among trees. The sky is dark blue. The painting shows visible cracks and wear on the wood. In the bottom right corner, there is a logo with the text ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1810,"A painting of a man in traditional attire, standing in a wooded area. He wears a red hat, a red cloak over a white shirt, blue trousers, and brown boots. He holds a long staff in his left hand and a rifle in his right. A pouch is at his waist. The background shows trees and a distant landscape. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1811,"A painted portrait of a balding man with a mustache, wearing a dark coat over a red vest and white shirt. He is set against a blue background. A green laurel wreath with a white ribbon is at the bottom. Text below the wreath reads ""СХХV"" and ""Т.Г. ШЕВЧЕНКО."" The year ""1844"" is on the left, and ""1939"" on the right. A watermark ""ЕТНОГРАФИЧНА КОЛЛЕКЦІЯ КРОВЕЦЬ"" is in the bottom right corner. The painting shows visible cracks and wear."
KYD1812,"A painted portrait of a man with a mustache, wearing a dark coat and a blue tie, set against a green background. The portrait is framed by a colorful floral border with red, pink, blue, and yellow flowers on a light blue background. Below the portrait, text reads ""Тарас Шевченко (1814-1861) р."" and ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The image shows visible signs of wear and tear."
KYD1813,"A painted portrait of a man with a mustache and blue eyes, wearing a black jacket and a patterned shirt. The portrait is set against a green background and surrounded by a colorful floral border with red, yellow, blue, and purple flowers. Below the portrait, the name ""Іван Франко (1856-1916)"" is written. The image has a watermark ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" in the bottom right corner. The painting appears to be on a flat surface with visible texture and some wear."
KYD1814,"A painted portrait of a man in traditional attire, featuring a red sash with the Cyrillic text ""СІЧВ КРАСНОСТАВІЯХ"". The man has a mustache and is wearing a patterned vest over a white shirt. The portrait is oval-shaped and set against a dark background. The image shows signs of age and wear, including visible cracks and damage on the surface. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1815,"A portrait of a woman in traditional attire, including a red headscarf with floral patterns, a white blouse with intricate red and black embroidery, and a beaded necklace. She is wearing gold hoop earrings. The portrait is oval-shaped and set within a dark brown frame. The background is dark and textured. There is a watermark at the bottom right that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The image shows visible signs of aging and damage, including cracks and paint loss."
KYD1816,"This is a painted artwork featuring a rooster and a floral wreath. The rooster is on the right, with red and yellow feathers, and is surrounded by a dense arrangement of flowers and leaves in shades of red, orange, yellow, and green. The background is a light, off-white canvas. There is text in the lower right corner that reads ""КРОВЕЦЬ"" and ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ"" with a signature below. The painting appears to be on canvas."
KYD1817,"This is a painted wooden panel depicting a rural scene. Two figures are shown: a man in a straw hat, a white shirt, a brown jacket, blue trousers, and yellow boots, standing on the left. A woman in a white blouse with red trim, a red vest, a black skirt, and a floral headpiece sits on a wooden stump on the right. Behind them is a white picket fence, a small house with a brown roof, and trees. In the background, a church with green domes is visible. The painting is on a wooden surface with visible cracks and paint wear. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1818,"A painting depicts a man with a beard and a dark hat, sitting by a river and playing a large stringed instrument. He wears a white shirt and a red cloak. The background shows a river with trees, including a weeping willow, and distant hills. Several birds are flying over the water. The painting is signed in the lower right corner. There is a watermark in the lower left corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЛЬ"". The painting appears to be old and has visible cracks and damage."
KYD1819,"A painted portrait of a man with a bald head, a mustache, and blue eyes, wearing a dark coat over a blue and orange garment. The background is a dark brown, textured surface, possibly wood. The painting shows visible signs of age and wear, including cracks and paint damage. There is text at the bottom: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ krovets.com.ua""."
KYD1820,"A painted portrait of a bald man with a prominent mustache, wearing a dark coat and a red and white striped tie. He is depicted in a bust-length view against a plain, light grey background. The portrait is oval-shaped and framed in a weathered, brown wooden frame. The painting shows signs of age and wear, including visible cracks and paint damage. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" with a logo."
KYD1822,"A painted portrait of a man with dark hair, a mustache, and light-colored eyes, wearing a light-colored jacket over a shirt with a red and white patterned collar. The background is dark and textured. The painting is on a dark surface with visible texture. There is text in the lower right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1823,"A painted portrait of a woman with dark hair pulled back, wearing a black vest with floral embroidery on the sleeves and a high, multi-strand beaded necklace. She has a serious expression and is wearing earrings. The background is a dark blue curtain. There is text in Cyrillic at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be on canvas and shows some signs of age and wear."
KYD1824,"A weathered, painted portrait of a man and a woman. The man is on the left, wearing a dark jacket and a light-colored shirt with a decorative tie. The woman is on the right, wearing a traditional, colorful embroidered blouse with a dark vest. Both are looking forward. The background is a plain, textured gray. The image shows significant wear and tear, including peeling paint and cracks. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and a signature ""В. Буряк 55""."
KYD1825,"A painting of a river scene with two figures in a small boat. The river is surrounded by trees and foliage. The sky has clouds. The painting is on a weathered wooden surface. There is text at the bottom left: ""Пруд в Яновщині."" and at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". There is a logo in the bottom right corner. The painting shows signs of age and wear."
KYD1826,"A painting depicting a rural village scene with several houses of varying colors and roof types, surrounded by trees and greenery. A small pond is in the foreground, and a figure is seen on the right carrying buckets. The painting shows signs of age and wear, with visible cracks and peeling paint. The background features a mix of green trees and a sky with a hint of blue and yellow. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЛЬ""."
KYD1827,"This is a painted textile, likely a piece of folk art, featuring stylized birds and flowers on a light-colored, textured background. The birds are painted in red, green, and black, with decorative patterns. The flowers are red, orange, and yellow with dark centers. The artwork shows visible paint wear and tear, including chipping and fraying. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" with a star-like symbol."
KYD1828,"This is a painted illustration of a Russian Orthodox monastery complex, likely the Gostiny Dvor Monastery in the city of Krasnoyarsk. The scene features several buildings with green domes and white walls, surrounded by trees and a fence. In the upper part of the painting, there are several figures of saints depicted in a traditional style, with golden halos. The sky is a light blue. At the bottom, there is text in Cyrillic script, and a logo for ""КРОВЕЦ"" (Krovets) is visible. The painting shows signs of age and wear."
KYD1829,"A painting of a man in traditional attire, including a white shirt with a red neckerchief, blue trousers, and a dark hat, standing in a grassy area with a large tree behind him. The background shows green foliage and a wooden fence. The painting has visible brushstrokes and some cracking on the surface. There is text at the bottom that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and a logo."
KYD1830,"A painted landscape depicting a village by a river. Several houses with different roof colors are visible, including a white house with a red door and a blue house with a green roof. A wooden bridge crosses the river, and three swans are swimming in the water. A windmill stands on the hillside, and a church with two spires is visible in the background. Trees, including a birch tree, are scattered throughout the scene. The sky is painted with a mix of blue, pink, and yellow. The painting has visible signs of age and wear. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1831,"This is a painting of a serene landscape featuring a calm body of water, likely a pond or river, with a grassy bank and trees. The trees are mostly green, with some having white bark, possibly birch trees. The water reflects the trees and the sky. In the foreground, there are reeds with brown seed heads. The sky is a pale blue with a hint of yellow and orange, suggesting either dawn or dusk. The painting is on a wooden surface with visible grain and a hole in the upper center. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and a signature ""М. БІЛ""."
KYD1832,"A painting of a rural landscape at dusk. A dirt path curves through green fields, leading to a small village with thatched-roof houses. A person in a dark coat walks along the path, holding a staff. A pond with ducks is in the foreground. Trees and a large birch are on the left. The sky is orange and yellow with birds flying. The painting shows signs of age and wear. A watermark in the bottom right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1833,"This is a painted landscape depicting a rural scene. A small house with a yellow roof and red shutters is on a hillside, surrounded by lush green trees. A river flows through the foreground, with a small boat resting on the water. Several figures are present: a man in a red hat stands by the riverbank, a woman in a red dress sits on the bank, and another woman in a red and white dress stands on a path. A wooden fence runs along the riverbank. In the background, there are more trees and a few birds flying in the sky. The sky is painted with soft colors of pink and blue. The painting is in a folk art style. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1834,"A painting depicting a nighttime scene by a river. A person in a boat is on the water, and another person walks along the bank. Several houses with thatched roofs are visible in the background. The sky is dark with a bright moon. The water reflects the moonlight and the lights from the houses. There is a watermark in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be on wood."
KYD1835,"A painting of a moonlit landscape. A large, bright moon is in the sky, with clouds around it. The moonlight reflects on a body of water, creating a path of light. On the right, there is a small house with a thatched roof and a person standing near it. The scene is surrounded by trees and foliage. The painting has visible signs of age and damage. There is text in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОМЕРЦІЯ КРОВЕЦЬ""."
KYD1836,"A painted landscape depicting a serene night scene with a large moon, a calm blue lake, and a shoreline with trees. On the left, a prominent birch tree stands on a grassy bank. On the right, a small wooden boat rests on the shore near a small house. The background features distant mountains and clouds. The painting is in a landscape style with visible brushstrokes. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1837,"A painting depicts a man with a mustache and a dark, fur-covered hat, sitting on a log. He wears a white shirt, blue trousers, and a dark cloak. He holds a large, round, wooden stringed instrument, possibly a lute or a balalaika. The background shows a wide river, green hills, and a small white building with green roofs. The sky is overcast. The painting is in a landscape setting with green bushes and wildflowers in the foreground. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1838,"This is a painting depicting a rural scene with several people in traditional clothing. In the foreground, a woman in a white shirt and red skirt is bending over to pick watermelons from the ground. To her right, an older man with a white beard sits on the ground near a large hay bale. In the center, a woman in a dark vest and white blouse holds a basket, and a man in a brown coat stands nearby. Another woman in a green dress stands in the background holding a basket. The setting is a field with a wooden fence, a few houses in the distance, and sunflowers in the background. The painting is in a warm, earthy color palette. There is a watermark in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and a signature in the bottom right corner. The painting shows signs of age and wear."
KYD1839,"A painting of a man in a white shirt and dark tie, holding a red lute. He is seated on a dark surface against a textured, aged background. The painting shows visible cracks and wear. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" with a geometric symbol. The signature ""ХМ"" is visible in the bottom left corner."
KYD1840,"A painting of a man in traditional attire sitting on a log, playing a large, round, red string instrument. He wears a dark hat, a white shirt, and blue pants. The background shows a landscape with a body of water, trees, and a distant village. The sky is painted in warm, muted colors. The painting has visible texture and some cracks. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1841,"A painted artwork depicting a woman in a red dress with a yellow collar, sitting on the ground next to a brown deer with antlers. The woman has a floral wreath in her hair and holds a bouquet of red flowers. She is wearing a red dress with a yellow apron and a yellow hat with flowers. The deer has a blue ribbon around its neck. The background shows trees and a fence. The sky is painted in warm colors. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be on a textured surface with visible paint smudges and damage."
KYD1842,"This is a colorful, folk-art style painting depicting a scene in a forest. Two figures are central: an older man with a white beard, wearing a white shirt and blue pants, is seated and playing a yellow lute. To his right, a man in a yellow tunic and blue pants, wearing a blue hat, is mounted on a red horse and holding a sword. The background features two trees with green leaves and red fruit, and several birds are perched on the branches. The ground is covered with flowers and foliage. The painting has a dark green background and shows visible signs of wear and tear. There is text in the bottom right corner that reads ""КРОВЕЦЬ"" and ""ЕТНОГРАФІЧНА КОЛЛЕКЦІЯ""."
KYD1843,"A colorful folk art painting on a yellow background. A stylized, orange bird with a red comb and black and white patterned wings is the central figure. It is surrounded by flowers in red, dark blue, and orange, with green leaves and stems. The painting has a decorative, folk-art style. A watermark at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be on paper with visible texture and some minor damage."
KYD1844,"A painted folk art piece featuring a colorful peacock surrounded by red flowers and green leaves on a light-colored, aged background. The peacock has a yellow body, a green and blue patterned tail, and a red crest. The flowers are stylized with red petals and black outlines. The artwork is on a textured, off-white surface with visible creases and discoloration. A watermark at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" with a geometric symbol."
KYD1845,"This is a damaged, aged painting on wood depicting a rural scene. Three figures are visible: a man in a grey shirt and trousers stands on the left, looking up at a man on a horse in the center. The man on the horse wears a blue coat and a red hat, holding a rifle. To the right, a woman in a blue dress and white blouse stands near a wooden fence, holding a rope. In the background, there are houses with thatched roofs and a church with domes. The sky is a pale blue with clouds. The painting shows visible cracks and peeling paint. Text is visible at the bottom and right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and ""СТАРІЙ БАТЬКО ІДЕ РЯДОМ,"" with the artist's signature ""С. К. К."" at the bottom right."
KYD1846,"A portrait of a man with a mustache, wearing a dark jacket and a patterned neckerchief. The background is dark and textured. The painting is on canvas with visible texture and some white speckles. In the bottom left, there is a signature ""J.M. 1937 р. 31ш."" and in the bottom right, a logo for ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1847,"A portrait of a young woman with dark hair, wearing a red headscarf and a white blouse with red trim. She is looking directly at the viewer. The background is dark and textured. There is a watermark in the lower right corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦИЯ КРОВЕЦЬ"" with a logo. The painting appears to be on canvas and shows signs of age and wear, including chipped paint and a darkened background."
KYD1848,"A painted scene depicts a man and woman in traditional folk attire, standing by a well. The man, wearing a fur hat, embraces the woman as she looks up at him. A horse stands nearby, drinking from a stream. In the background, there are houses, trees, and a windmill. The foreground shows red berries and a wooden bucket. The image has visible damage and a watermark in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1849,"A painting of a woman in traditional folk attire, sitting at a table. She has dark hair in a braid, wears a white blouse with red embroidery and a red skirt. She is resting her chin on her hand. In the background, there is a white house with a thatched roof, a field of wheat, and a few chickens. A vase with flowers sits on the table. The painting shows visible cracks and wear. Text at the bottom right reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1850,"This is an oil painting depicting a rural scene with several figures and a cart. The figures are dressed in dark clothing, and one person is standing near the cart. The background is a dark, textured green. The painting shows visible brushstrokes and some cracking. There is a watermark in the bottom right corner that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1851,"A painting of a woman with red hair, wearing a dark dress and a light-colored shawl, standing in a dimly lit, textured interior. She holds a small object in her arms. The background is a rough, earthy wall. The painting has visible brushstrokes and appears aged. A watermark at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1852,"A portrait of a man with dark hair, wearing a dark jacket and a light-colored, possibly yellow, collared shirt. The background is a textured, dark, and weathered surface. The painting appears to be on canvas, showing signs of age and wear. There is a watermark at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" with a logo. The man is looking directly at the viewer."
KYD1853,"A vertical oil painting depicting a forest scene with a stream flowing through it. The painting features lush green trees and foliage, with a light-colored sky visible in the background. The stream is surrounded by grass and reeds. The painting has visible signs of age and damage, including cracks and fading. At the bottom, there is text in Cyrillic script: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1854,"A vertical painting depicts a lush, green landscape with a winding stream flowing through a forested area. A small house with a thatched roof is visible in the distance, nestled among the trees. The sky above is filled with large, fluffy clouds. The foreground features vibrant green grass and wildflowers along the stream. The painting shows signs of age and wear, with visible cracks and damage on the surface. At the bottom, there is a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1855,"This is a weathered, painted artwork depicting three figures in traditional attire. On the left, an older man with a mustache sits playing a large, round-necked string instrument, possibly a lute or a balalaika. In the center, a woman stands with her hands on her hips, wearing a red coat over a dark dress and a patterned head covering. On the right, a man in a white shirt and dark trousers leans against a wooden fence. The background shows a simple outdoor setting with a building and trees. The painting is visibly damaged with cracks and tears. In the bottom right corner, there is a watermark that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1856,"This is an oil painting depicting a rural landscape. In the foreground, two figures stand on a muddy bank by a river. One figure, wearing a dark vest and white head covering, stands with a staff. To the right, a man is in a cart pulled by two oxen, partially submerged in the water. In the background, there are several houses with red roofs and trees, set against rolling hills under a cloudy sky with yellow light. The painting is signed ""КРОВЕЦЬ"" in the bottom right corner."
KYD1857,"A colorful painting depicts four people in traditional folk attire in a rural landscape. A man in a brown coat and red sash stands on the left, smoking a pipe. Another man sits on a tree stump, holding a red object. Two women stand near a tree; one wears a red and white dress with floral patterns, and the other wears a red and blue dress. A small yellow-roofed hut is visible in the background. The scene is set in a field with trees and flowers under a sunset sky. Text in the bottom right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and ""Приходите свататесь Мы не будем прятаться""."
KYD1858,"A stylized painting depicting a couple in traditional attire. The man wears a black fez and a light-colored jacket, while the woman wears a red dress and a patterned shawl. They are standing near a horse, with a small house and a church in the background. The foreground features large red flowers. The sky is blue. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The artwork appears to be made of paper or a similar material, with visible brushstrokes and some areas of damage."
KYD1859,"A painted artwork depicting two figures in traditional attire with a horse. The figure on the left is a woman with long dark hair, wearing a red and white dress with floral patterns, holding a striped basket. The figure on the right is a man in a straw hat and a white shirt with a red scarf, standing beside the horse. The horse is dark brown with a yellow mane and tail, and is adorned with a red and yellow harness. The background shows trees, including birch trees, and the ground is covered with red flowers. The painting has visible cracks and wear. A watermark in the bottom right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1860,"A painted portrait of a man with dark hair and a mustache, wearing a dark robe with a red-orange sash. He is holding a small object in his hands. The background is a textured, dark green surface. The painting is weathered and damaged. Text in the lower right corner reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ 1914 р. В.А. БІЛЕНЬ г. Лубкі""."
